qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
fig|1313.10903.peg.1|ERS021733_00010	MF	0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	11.7028646702	0.801421213516	1
fig|1313.10903.peg.1|ERS021733_00010	BP	0005978	glycogen biosynthetic process	9.86036942233	0.760645789481	1
fig|1313.10903.peg.1|ERS021733_00010	CC	0005829	cytosol	0.046258008889	0.335929144268	1
fig|1313.10903.peg.1|ERS021733_00010	MF	0003844	1,4-alpha-glucan branching enzyme activity	11.4932806903	0.79695328493	2
fig|1313.10903.peg.1|ERS021733_00010	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	5.79545829941	0.654250967879	4
fig|1313.10903.peg.1|ERS021733_00010	MF	0043169	cation binding	2.28954225121	0.524405509407	7
fig|1313.10903.peg.2|ERS021733_00011	MF	0008878	glucose-1-phosphate adenylyltransferase activity	11.9017964879	0.805625195439	1
fig|1313.10903.peg.2|ERS021733_00011	BP	0005978	glycogen biosynthetic process	9.73840691096	0.757817228143	1
fig|1313.10903.peg.2|ERS021733_00011	MF	0005524	ATP binding	2.77217002816	0.546455603018	5
fig|1313.10903.peg.2|ERS021733_00011	MF	0016757	transferase activity, transferring glycosyl groups	0.0294240086731	0.329606777227	23
fig|1313.10903.peg.3|ERS021733_00012	BP	0005978	glycogen biosynthetic process	9.23846309809	0.746033079471	1
fig|1313.10903.peg.3|ERS021733_00012	MF	0016779	nucleotidyltransferase activity	5.16408553617	0.634661546127	1
fig|1313.10903.peg.4|ERS021733_00013	MF	0009011	starch synthase activity	12.3247172987	0.814447494154	1
fig|1313.10903.peg.4|ERS021733_00013	BP	0005978	glycogen biosynthetic process	9.8557578722	0.760539157434	1
fig|1313.10903.peg.4|ERS021733_00013	MF	0033201	alpha-1,4-glucan synthase activity	12.2708334275	0.813331961231	2
fig|1313.10903.peg.4|ERS021733_00013	MF	0004373	glycogen (starch) synthase activity	11.3058157728	0.792922250795	3
fig|1313.10903.peg.5|ERS021733_00014	MF	0102250	linear malto-oligosaccharide phosphorylase activity	11.6799685421	0.800935069268	1
fig|1313.10903.peg.5|ERS021733_00014	BP	0005975	carbohydrate metabolic process	3.99362154282	0.594868369627	1
fig|1313.10903.peg.5|ERS021733_00014	CC	0005737	cytoplasm	0.0135697056508	0.321614214348	1
fig|1313.10903.peg.5|ERS021733_00014	MF	0102499	SHG alpha-glucan phosphorylase activity	11.6799685421	0.800935069268	2
fig|1313.10903.peg.5|ERS021733_00014	MF	0008184	glycogen phosphorylase activity	11.4525588865	0.796080460647	3
fig|1313.10903.peg.5|ERS021733_00014	MF	0030170	pyridoxal phosphate binding	6.27074687257	0.668301990017	6
fig|1313.10903.peg.5|ERS021733_00014	BP	0006112	energy reserve metabolic process	0.0628643353495	0.341105649242	9
fig|1313.10903.peg.5|ERS021733_00014	BP	0009057	macromolecule catabolic process	0.0407961654192	0.33402758407	18
fig|1313.10903.peg.5|ERS021733_00014	BP	0044248	cellular catabolic process	0.0332863597653	0.331191086319	19
fig|1313.10903.peg.5|ERS021733_00014	BP	0044260	cellular macromolecule metabolic process	0.0133654983968	0.321486462919	24
fig|1313.10903.peg.6|ERS021733_00015	CC	0016021	integral component of membrane	0.7893086912	0.433700103523	1
fig|1313.10903.peg.7|ERS021733_00016	MF	0016301	kinase activity	3.81279680559	0.588223098819	1
fig|1313.10903.peg.7|ERS021733_00016	BP	0016310	phosphorylation	3.08960269763	0.559921898077	1
fig|1313.10903.peg.7|ERS021733_00016	CC	0031160	spore wall	1.54308139059	0.485068641069	1
fig|1313.10903.peg.7|ERS021733_00016	CC	0042601	endospore-forming forespore	1.39476672251	0.476181551782	2
fig|1313.10903.peg.7|ERS021733_00016	BP	0030435	sporulation resulting in formation of a cellular spore	1.03716575063	0.452573618361	4
fig|1313.10903.peg.8|ERS021733_00017	MF	0016757	transferase activity, transferring glycosyl groups	5.56708243616	0.647294544155	1
fig|1313.10903.peg.8|ERS021733_00017	BP	0030435	sporulation resulting in formation of a cellular spore	0.406511483377	0.397276983449	1
fig|1313.10903.peg.9|ERS021733_00018	CC	0031160	spore wall	11.4064080139	0.795089392639	1
fig|1313.10903.peg.9|ERS021733_00018	BP	0030435	sporulation resulting in formation of a cellular spore	7.66669587348	0.706741360768	1
fig|1313.10903.peg.9|ERS021733_00018	CC	0042601	endospore-forming forespore	10.3100707572	0.77092702	2
fig|1313.10903.peg.9|ERS021733_00018	CC	0016021	integral component of membrane	0.186543909033	0.367412938824	7
fig|1313.10903.peg.11|ERS021733_00020	MF	0016757	transferase activity, transferring glycosyl groups	5.56320608919	0.64717524948	1
fig|1313.10903.peg.12|ERS021733_00021	MF	0003824	catalytic activity	0.553286401767	0.412704441297	1
fig|1313.10903.peg.13|ERS021733_00022	MF	0003979	UDP-glucose 6-dehydrogenase activity	11.0813521392	0.788051415024	1
fig|1313.10903.peg.13|ERS021733_00022	BP	0006065	UDP-glucuronate biosynthetic process	10.8841480329	0.783731239424	1
fig|1313.10903.peg.13|ERS021733_00022	CC	0016021	integral component of membrane	0.00484217504387	0.314803849273	1
fig|1313.10903.peg.13|ERS021733_00022	MF	0051287	NAD binding	6.56246009041	0.676663181759	2
fig|1313.10903.peg.13|ERS021733_00022	BP	0000271	polysaccharide biosynthetic process	6.92454261765	0.686786912874	5
fig|1313.10903.peg.13|ERS021733_00022	BP	0071555	cell wall organization	0.0767351732506	0.344922017939	41
fig|1313.10903.peg.15|ERS021733_00023	MF	0003983	UTP:glucose-1-phosphate uridylyltransferase activity	11.1729024885	0.790043950288	1
fig|1313.10903.peg.15|ERS021733_00023	BP	0006011	UDP-glucose metabolic process	10.3296291726	0.771369031576	1
fig|1313.10903.peg.15|ERS021733_00023	BP	0009058	biosynthetic process	1.78525355856	0.49870662923	11
fig|1313.10903.peg.16|ERS021733_00024	MF	0008270	zinc ion binding	5.09080844836	0.632312145912	1
fig|1313.10903.peg.17|ERS021733_00025	MF	0008909	isochorismate synthase activity	12.5167594065	0.818403551904	1
fig|1313.10903.peg.17|ERS021733_00025	BP	0009234	menaquinone biosynthetic process	8.99259635582	0.740120794949	1
fig|1313.10903.peg.17|ERS021733_00025	CC	0016021	integral component of membrane	0.00450883742655	0.314449871785	1
fig|1313.10903.peg.17|ERS021733_00025	MF	0000287	magnesium ion binding	5.32032916439	0.639615978397	4
fig|1313.10903.peg.17|ERS021733_00025	BP	0009697	salicylic acid biosynthetic process	0.14899461751	0.360746939977	16
fig|1313.10903.peg.18|ERS021733_00026	MF	0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	12.7289050312	0.822738622044	1
fig|1313.10903.peg.18|ERS021733_00026	BP	0009234	menaquinone biosynthetic process	9.34600796507	0.748594424123	1
fig|1313.10903.peg.18|ERS021733_00026	MF	0030145	manganese ion binding	8.52238149892	0.728584076178	3
fig|1313.10903.peg.18|ERS021733_00026	MF	0030976	thiamine pyrophosphate binding	8.51205242035	0.728327125737	4
fig|1313.10903.peg.18|ERS021733_00026	MF	0000287	magnesium ion binding	5.5294196225	0.646133705246	7
fig|1313.10903.peg.18|ERS021733_00026	MF	0016829	lyase activity	0.0986977608377	0.350316322075	19
fig|1313.10903.peg.19|ERS021733_00027	MF	0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity	13.7619810713	0.843332988981	1
fig|1313.10903.peg.19|ERS021733_00027	BP	0009234	menaquinone biosynthetic process	9.28514905961	0.747146797965	1
fig|1313.10903.peg.19|ERS021733_00027	MF	0016787	hydrolase activity	0.192917727944	0.368475325753	5
fig|1313.10903.peg.19|ERS021733_00027	MF	0140096	catalytic activity, acting on a protein	0.0133369333172	0.321468515098	9
fig|1313.10903.peg.19|ERS021733_00027	BP	0042372	phylloquinone biosynthetic process	0.946718926076	0.445978848336	12
fig|1313.10903.peg.19|ERS021733_00027	BP	0006508	proteolysis	0.0157185213672	0.322904236175	18
fig|1313.10903.peg.20|ERS021733_00028	MF	0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity	12.7779928124	0.823736543591	1
fig|1313.10903.peg.20|ERS021733_00028	BP	0009234	menaquinone biosynthetic process	9.3685653283	0.749129789235	1
fig|1313.10903.peg.20|ERS021733_00028	CC	0005829	cytosol	0.0363153178564	0.33237015177	1
fig|1313.10903.peg.20|ERS021733_00028	MF	0071890	bicarbonate binding	0.11231037428	0.353360498491	6
fig|1313.10903.peg.20|ERS021733_00028	MF	0016787	hydrolase activity	0.0643484528498	0.341532879406	7
fig|1313.10903.peg.21|ERS021733_00029	MF	0008756	o-succinylbenzoate-CoA ligase activity	13.5426057818	0.839040059702	1
fig|1313.10903.peg.21|ERS021733_00029	BP	0009234	menaquinone biosynthetic process	9.32942225669	0.748200374988	1
fig|1313.10903.peg.21|ERS021733_00029	MF	0005524	ATP binding	2.71003737506	0.543731015519	6
fig|1313.10903.peg.22|ERS021733_00030	MF	0043748	O-succinylbenzoate synthase activity	12.8778607526	0.825760892183	1
fig|1313.10903.peg.22|ERS021733_00030	BP	0009234	menaquinone biosynthetic process	9.37681144675	0.749325337564	1
fig|1313.10903.peg.22|ERS021733_00030	MF	0000287	magnesium ion binding	5.48456095754	0.644745905798	4
fig|1313.10903.peg.23|ERS021733_00031	BP	0007155	cell adhesion	7.29645009898	0.696913397648	1
fig|1313.10903.peg.23|ERS021733_00031	MF	0046872	metal ion binding	2.33225392104	0.526445355549	1
fig|1313.10903.peg.23|ERS021733_00031	CC	0005886	plasma membrane	0.0301325836772	0.329904889743	1
fig|1313.10903.peg.23|ERS021733_00031	BP	0030001	metal ion transport	7.02263241329	0.689483627607	2
fig|1313.10903.peg.23|ERS021733_00031	CC	0016021	integral component of membrane	0.00493829214073	0.314903637133	4
fig|1313.10903.peg.24|ERS021733_00032	MF	0016887	ATPase activity	3.84833526748	0.589541370552	1
fig|1313.10903.peg.24|ERS021733_00032	CC	0043190	ATP-binding cassette (ABC) transporter complex	0.0500660943236	0.337189159258	1
fig|1313.10903.peg.24|ERS021733_00032	BP	0006811	ion transport	0.0245889395878	0.327468609902	1
fig|1313.10903.peg.24|ERS021733_00032	BP	0055085	transmembrane transport	0.0218184595006	0.32614759787	2
fig|1313.10903.peg.24|ERS021733_00032	MF	0005524	ATP binding	2.74771596159	0.545386945069	6
fig|1313.10903.peg.24|ERS021733_00032	MF	0015399	primary active transmembrane transporter activity	0.0530538213246	0.338144518791	25
fig|1313.10903.peg.25|ERS021733_00033	MF	0042626	ATPase-coupled transmembrane transporter activity	6.15066954674	0.664803890677	1
fig|1313.10903.peg.25|ERS021733_00033	CC	0043190	ATP-binding cassette (ABC) transporter complex	5.5854210653	0.647858353733	1
fig|1313.10903.peg.25|ERS021733_00033	BP	0055085	transmembrane transport	2.43408807804	0.531234713262	1
fig|1313.10903.peg.25|ERS021733_00033	CC	0005887	integral component of plasma membrane	5.40271066698	0.642198985332	5
fig|1313.10903.peg.25|ERS021733_00033	BP	0006355	regulation of transcription, DNA-templated	0.253707812864	0.377836392903	6
fig|1313.10903.peg.25|ERS021733_00033	MF	0046983	protein dimerization activity	0.618976062135	0.418936146106	12
fig|1313.10903.peg.25|ERS021733_00033	MF	0046914	transition metal ion binding	0.387593136215	0.395097132668	15
fig|1313.10903.peg.25|ERS021733_00033	MF	0003700	DNA-binding transcription factor activity	0.33981225421	0.389342042438	16
fig|1313.10903.peg.25|ERS021733_00033	BP	0010043	response to zinc ion	0.115233856926	0.353989755679	24
fig|1313.10903.peg.25|ERS021733_00033	BP	0006811	ion transport	0.0229082292272	0.326676694773	29
fig|1313.10903.peg.27|ERS021733_00035	MF	0042626	ATPase-coupled transmembrane transporter activity	6.97058117024	0.688054981232	1
fig|1313.10903.peg.27|ERS021733_00035	CC	0043190	ATP-binding cassette (ABC) transporter complex	6.32998255064	0.670015309445	1
fig|1313.10903.peg.27|ERS021733_00035	BP	0055085	transmembrane transport	2.7585628515	0.545861545319	1
fig|1313.10903.peg.27|ERS021733_00035	CC	0005887	integral component of plasma membrane	6.12291604309	0.663990528477	5
fig|1313.10903.peg.27|ERS021733_00035	BP	0010043	response to zinc ion	0.641785196436	0.42102189376	5
fig|1313.10903.peg.27|ERS021733_00035	BP	0006811	ion transport	0.127585440484	0.356564139298	11
fig|1313.10903.peg.29|ERS021733_00037	CC	0005886	plasma membrane	2.50749868227	0.534625411858	1
fig|1313.10903.peg.29|ERS021733_00037	CC	0016021	integral component of membrane	0.788769746179	0.433656054955	3
