Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1089456.3","Pseudomonas aeruginosa NCGM2.S1","Pseudomonas aeruginosa NCGM2.S1",1089456,"Complete","NCGM2.S1",,,,"MLST.Pseudomonas_aeruginosa.235",,,,"2011-09-30T00:00:00Z","22123763","PRJNA162173",,"GCA_000284555.1",,"AP012280.1","NC_017549.1",,"assembly","ABI3730xl; 454","29x","GS De Novo Assembler v. 2.3",1,,1,6764661,0.661,6325,6269,,"Homo sapiens; urinary tract",,,"Japan","Japan: Miyagi Prefecture",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Urinary tract infection","The MDR P. aeruginosa strain NCGM2.S1 caused an outbreak of urinary tract infection at a hospital in Miyagi Prefecture, northern Japan",,99.7,99.3,100,,,"Good","2014-12-08T22:12:37.664Z","2015-03-16T03:17:09.594Z"
"1093787.3","Pseudomonas aeruginosa DK2","Pseudomonas aeruginosa DK2",1093787,"Complete","DK2",,,,"MLST.Pseudomonas_aeruginosa.386",,,,"2012-06-20T00:00:00Z",,"PRJNA73815","SAMN02603895","GCA_000271365.1",,"CP003149.1","NC_018080.1","Technical University of Denmark","complete",,,,1,,1,6402658,66.3,5984,5884,,"cystic fibrosis patient","isolated from a cystic fibrosis patient",,,,,,,,,"Human, Homo sapiens",,,"cystic fibrosis",,,,,,"Negative",,,,,,,,"Multiple","Commensal (plant)","Complete genome of Pseudomonas aeruginosa DK2 strain isolated from a cystic fibrosis patient.",,99.9,98.9,96.7,,,"Good","2014-12-08T22:12:37.204Z","2015-03-16T03:17:09.594Z"
"1146882.3","Pseudomonas aeruginosa PAHM4",,1146882,"WGS","PAHM4","serovar O13",,,"MLST.Pseudomonas_aeruginosa.195",,,,"2015-11-04T00:00:00Z","26519161","PRJNA82925","SAMN03247002","GCF_001431165.1",,"AYSZ01000000",,"University of Virginia",,"Illumina HiSeq","60.0x","SOAPdenovo v. 1.05",,,281,6372585,66.18,6257,,,"sputum sample from patient with non-CF bronchiectasis","isolate from a chronic infection in a bronchiectasis patient","2003","Spain","Spain",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Bacilli",,,"Mesophilic",,,"Facultative","Multiple","Bronchiectasis","P. aeruginisa HM4 is a non-typable serotype O13 isolate from a chronic infection in a bronchiectasis patient. It harbors a deletion within the mutS gene.",,99.6,97,97.9,0.3,,"Good","2016-01-17T17:44:46.649Z","2016-01-17T17:44:46.649Z"
"1208103.3","Pseudomonas aeruginosa AH16","Pseudomonas aeruginosa AH16",1208103,"WGS","AH16",,,,"MLST.Pseudomonas_aeruginosa.155",,,,"2012-08-15T00:00:00Z","23045492","PRJNA170163","SAMN02393806","GCA_000287875.1",,"ALJH00000000","-","Anhui University of Traditional Chinese Medicine","WGS","454","17.7x","Newbler v. Jul-2012",,,130,6765326,66.1,6364,,,"sputum sample","isolated from a chronic pneumonia patient in the First Affiliated Hospital of Anhui University of Traditional Chinese Medicine, China","2012","China","China: Anhui",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative",,,,,,,,,"Pneumonia","'Pseudomonas aeruginosa AH16 was isolated from a chronic pneumonia patient in the First Affiliated Hospital of Anhui University of Traditional Chinese Medicine, China. The strain has high virulence to human and strong biofilm formation ability.  '",,99.6,98.4,97,0.6,,"Good","2014-12-08T22:12:36.352Z","2015-03-16T03:17:09.594Z"
"1350465.3","Pseudomonas aeruginosa VRFPA03","Pseudomonas aeruginosa VRFPA03",1350465,"WGS","VRFPA03",,,,,," ",,"2013-08-21T00:00:00Z",,"PRJNA209587","SAMN02472104","GCA_000467675.1",,"ATNK00000000","-","SANKARA NETHRALAYA, VISION RESEARCH FOUNDATION","WGS","IonTorrent","46x","CLC NGS Cell v. 5.5.1",,,150,7037729,65.2,7170,5973,,"Corneal button from patient with corneal keratitis",,"2012","India","India: Chennai",,,,,,"Human, Homo sapiens",,,"corneal keratitis",,,,,,"Negative","Bacilli","Yes","No","Mesophilic","37C","Unknown","Aerobic","Multiple","Corneal keratitis","Multidrug resistant Pseudomonas aeruginosa strain VRFPA03 isolated from Human Corneal button;many frameshifted proteins",,98,88.8,96.8,10.8,,"Good","2014-12-08T22:12:38.009Z","2015-03-16T03:17:09.594Z"
"1423141.3","Pseudomonas aeruginosa VRFPA06","Pseudomonas aeruginosa VRFPA06",1423141,"WGS","VRFPA06",,,,"MLST.Pseudomonas_aeruginosa.664",," ",,"2013-12-11T00:00:00Z","24604649","PRJNA227489","SAMN02472100","GCA_000567865.1",,"AYSK00000000","-","'SANKARA NETHRALAYA, VISION RESEARCH FOUNDATION'","WGS","IonTorrent","100.0x","MIRA v. 3.4.1.1",,,276,6971579,65.8,6610,6274,,"Blood from septicemic patient","isolated from Human blood","2012","India","India: Chennai",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Bacilli","Motile"," ",,,,,,"Septicemia","Multidrug resistant Pseudomonas aeruginosa strain VRFPA06 isolated from Human blood.;many frameshifted proteins",,99.3,98.1,99.4,2.1,,"Good","2014-12-08T22:12:38.035Z","2015-03-16T03:17:09.594Z"
"1427342.3","Pseudomonas aeruginosa SCV20265","Pseudomonas aeruginosa SCV20265",1427342,"Complete","SCV20265",,,,"MLST.Pseudomonas_aeruginosa.299",," ",,"2013-12-18T00:00:00Z",,"PRJNA229445","SAMN02415141","GCA_000510305.1",,"CP006931.1","NC_023149.1","Helmholtz Center for Infection Research","complete","PacBio; Illumina GAIIx","135x","HGAP SMRTPortal v. 2.0.1",1,,1,6725183,66.3,6312,6299,,,,,,,,,,,,"Human, Homo sapiens",,,,,,,,,"Negative",,"Yes",,,,,,"HostAssociated","Cystic fibrosis","Complete genome sequence of highly adherent P.aeruginosa small-colony variant SCV20265",,99.6,99,100,,,"Good","2014-12-08T22:12:37.932Z","2015-03-16T03:17:09.594Z"
"1431713.3","Pseudomonas aeruginosa VRFPA07","Pseudomonas aeruginosa VRFPA07",1431713,"WGS","VRFPA07",,,,"MLST.Pseudomonas_aeruginosa.313",," ",,"2013-12-11T00:00:00Z",,"PRJNA230365","SAMN02472099","GCA_000506805.1",,"AZBO00000000","-","SANKARA NETHRALAYA, VISION RESEARCH FOUNDATION","WGS","IonTorrent","80x","MIRA v. 3.4.1.1",,,140,7177216,65.9,6848,6764,,"Rectal swab",,"2013","India","India: Chennai",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Bacilli","Yes","No",,,,,,"Anal abscess","P aeruginosa isolated from rectal swab specimenIts moderately drug resistant strain, but sensitive for III generation Cephalosporins and Carbapenem group of drugs",,99.5,97.6,99.7,2.1,,"Good","2014-12-08T22:12:38.044Z","2015-03-16T03:17:09.594Z"
"1453991.3","Pseudomonas aeruginosa BK1","Pseudomonas aeruginosa BK1",1453991,"WGS","BK1",,,,,," ",,"2014-02-18T00:00:00Z","24675850","PRJNA236406","SAMN02596116","GCA_000572265.1","SRR1169660","JBTQ00000000","-","Aravind Medical Research Foundation","WGS","IonTorrent","59.0x","CLC genomics workbench v. 6.5.1",,,163,6451158,66.3,6733,,,"Cornea",,"2010","India","India: Madurai",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Keratitis","A multidrug resistant Pseudomonas aeruginosa BK1 strain isolated from corneal infection;many frameshifted proteins",,98.7,88.2,99.1,14.1,,"Good","2014-12-08T22:12:36.444Z","2015-03-16T03:17:09.594Z"
"287.1997","Pseudomonas aeruginosa strain VA-134",,287,"Complete","VA-134",,,,"MLST.Pseudomonas_aeruginosa.3090",,,,"2015-11-24T00:00:00Z",,"PRJNA302926","SAMN04284690","GCA_001447845.1","SRR2939129,SRR2939161","CP013245","NZ_CP013245.1","The Forsyth Institute",,"PacBio; Illumina HiSeq","200x","BGI Hybrid Assembler v. SEP-2015",1,,1,6400418,66.42,6020,5729,,"Skin wound of burn human patient",,,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,"Mesophilic","C",,"Aerobic","HostAssociated","Skin wound infection of burn patient","Genome sequence of a highly virulent Pseudomonas aeruginosa strain VA-134 isolated from burn patient",,99.8,98.7,100,1.8,,"Good","2016-01-17T17:49:04.280Z","2016-01-17T17:49:04.280Z"
