Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"139.88","Borreliella burgdorferi strain PAli",,139,"Complete","yes",,,,,"genotype:ST1",,,"2017-05-19T00:00:00Z",,"PRJNA270494","SAMN03269135",,,"CP019844,CP019845,CP019846,CP019847,CP019848,CP019849,CP019850,CP019851,CP019852,CP019853,CP019854,CP019855",,"Bavarian Health and Food Safety Authority",,"Illumina MiSeq; PacBio","100.0x","other v. CLC Genomics Workbench 9; other",1,11,12,1288112,28.35,1368,1304,,"human",,"1994-07-28","Germany","Germany",,,,,,"Human, Homo sapiens",,,"Lyme borreliosis",,,,,,,,"Yes",,,"33C",,"Microaerophilic","Multiple","Lyme borreliosis","population study of Borrelia burgdorferi from Europe and USA","collected_by:German National Reference Centre for Borrelia",99.9,99.9,23.1,0.1,,"Good","2017-05-30T02:24:02.798Z","2017-05-30T02:24:02.798Z"
"139.89","Borreliella burgdorferi strain PAbe",,139,"Complete","yes",,,,,"genotype:ST1",,,"2017-05-19T00:00:00Z",,"PRJNA270494","SAMN03269134",,,"CP019916,CP019917,CP019919,CP019920,CP019918,CP019921,CP019922,CP019923,CP019924,CP019925,CP019926",,"Bavarian Health and Food Safety Authority",,"Illumina MiSeq; PacBio","100.0x","other v. CLC Genomics Workbench 9; other",1,10,11,1301554,28.51,1393,1331,,"human",,"1997-04-04","Germany","Germany",,,,,,"Human, Homo sapiens",,,"Lyme borreliosis",,,,,,,,"Yes",,,"33C",,"Microaerophilic","Multiple","Lyme borreliosis","population study of Borrelia burgdorferi from Europe and USA","collected_by:German National Reference Centre for Borrelia",99.9,99.8,23.1,0.1,,"Good","2017-05-30T02:24:50.305Z","2017-05-30T02:24:50.305Z"
"139.96","Borreliella burgdorferi strain B331",,139,"Complete","B331",,,,,,,,"2017-10-04T00:00:00Z",,"PRJNA342676","SAMN05763278","GCA_002442595.1",,"CP017201,CP017202,CP017203,CP017204,CP017205,CP017206,CP017207,CP017208,CP017209,CP017210,CP017211,CP017212",,"New York Medical College",,"Illumina; PacBio","150x","HGAP assembly v. 3",1,18,19,1410009,28.3,1494,1385,,"Skin",,"Jul-1996","United States","USA:New York",,,,,,"Human, Homo sapiens",,,"Lyme disease",,,"host_health_state:NY",,,,,,,,,,,,,"Whole genome sequencing of clinical isolates of Borrelia burgdorferi","collected_by:NYMC",99.9,99.8,23.1,0.2,,"Good","2017-11-23T02:51:34.555Z","2017-11-23T02:51:34.555Z"
"1674146.5","Borrelia mayonii strain MN14-1420",,1674146,"Complete","MN14-1420",,,,"MLST.Borrelia_spp.674",,,,"2017-01-11T00:00:00Z","28030649","PRJNA321302","SAMN04979181","GCA_001945665.1",,"CP015780,CP015781,CP015782,CP015783,CP015784,CP015785,CP015786,CP015787,CP015788,CP015789,CP015790,CP015791,CP015792,CP015793,CP015794,CP015795","NZ_CP015780.1,NZ_CP015781.1,NZ_CP015782.1,NZ_CP015783.1,NZ_CP015784.1,NZ_CP015785.1,NZ_CP015786.1,NZ_CP015787.1,NZ_CP015788.1,NZ_CP015789.1,NZ_CP015790.1,NZ_CP015791.1,NZ_CP015792.1,NZ_CP015793.1,NZ_CP015794.1,NZ_CP015795.1","Centers for Disease Control and Prevention",,"PacBio","missing","HGAP, SMRTAnalysis v. 2.3.0",1,15,16,1311545,27.89,1401,1230,,"Blood",,,,,,,,,,"Human, Homo sapiens",,,"Lyme Borreliosis",,,,,,,,,,,,,,,,"Whole genome and plasmid sequence of the Lyme Borreliosis causing pathogen Borrelia mayonii.","collected_by:not applicable",100,99.7,23.1,0.2,,"Good","2017-01-22T02:47:56.487Z","2017-01-22T02:47:56.487Z"
"1674146.6","Borrelia mayonii strain MN14-1539",,1674146,"Complete","MN14-1539",,,,"MLST.Borrelia_spp.675",,,,"2017-01-05T00:00:00Z","28030649","PRJNA321302","SAMN04979182","GCF_001936295.1",,"CP015796,CP015797,CP015798,CP015799,CP015800,CP015801,CP015802,CP015962,CP015803,CP015804,CP015805,CP015806,CP015807,CP015808,CP015809","NZ_CP015796.1,NZ_CP015797.1,NZ_CP015798.1,NZ_CP015799.1,NZ_CP015800.1,NZ_CP015801.1,NZ_CP015802.1,NZ_CP015962.1,NZ_CP015803.1,NZ_CP015804.1,NZ_CP015805.1,NZ_CP015806.1,NZ_CP015807.1,NZ_CP015808.1,NZ_CP015809.1","Centers for Disease Control and Prevention",,"PacBio","missing","HGAP, SMRTAnalysis v. 2.3.0",1,14,15,1302058,27.84,1390,1221,,"Blood",,,,,,,,,,"Human, Homo sapiens",,,"Lyme Borreliosis",,,,,,,,,,,,,,,,"Whole genome and plasmid sequence of the Lyme Borreliosis causing pathogen Borrelia mayonii.","collected_by:not applicable",100,99.8,23.1,0.2,,"Good","2017-01-24T00:54:23.154Z","2017-01-24T00:54:23.154Z"
"290434.5","Borrelia garinii PBi","Borrelia garinii PBi",290434,"Complete","PBi","serovar 4",,,,,,,"2004-11-18T00:00:00Z","15547252","PRJNA12554",,"GCA_000196215.1",,"CP000013,CP000014,CP000015","NC_006156,NC_006128,NC_006129,NS_000196","Fritz Lipmann Institute (former Institute of Molecular Biotechnology, IMB)","complete",,,,1,2,3,986914,28.1,951,932,,"the cerebrospinal fluid of a patient with neuroborreliosis","isolated in Germany from the cerebrospinal fluid of a patient with neuroborreliosis",,"Germany","Germany",,,,,,"Human, Homo sapiens",,,"neuroborreliosis",,,,,,,"Spiral","Yes","No","Mesophilic","-",,,"Host-associated","Lyme disease","Borrelia garinii strain PBi. This strain (OspA serotype 4) was isolated in Germany from the cerebrospinal fluid of a patient with neuroborreliosis.",,99.8,99.8,23.1,0.1,,"Good","2014-12-08T22:10:32.692Z","2015-03-16T03:17:09.594Z"
"290434.9","Borreliella bavariensis PBi",,290434,"Complete","PBi",,,,,"genotype:ST84",,,"2018-11-23T00:00:00Z",,"PRJNA449844","SAMN08918524","GCA_003814425.1",,"CP028872,CP028877,CP028880,CP028881,CP028876,CP028874,CP028882,CP028875,CP028878,CP028879,CP028883,CP028873",,,,"PacBio; Illumina MiSeq","443.5x","HGAP v. v2.3.0; other v. 9.5.3",1,11,12,1279859,27.831503,1383,1263,,,,"1984","Germany","Germany",,,,,,"Human, Homo sapiens",,,"Lyme borreliosis",,,,,,,,,,,,,,,,,"collected_by:German National Reference Centre for Borrelia",100,99.9,,,,"Good","2018-11-30T03:21:28.194Z","2018-11-30T03:21:28.194Z"
"29518.5","Borreliella afzelii strain BO23",,29518,"Complete","BO23",,,,,,,,"2016-12-09T00:00:00Z",,"PRJNA350557","SAMN05941949","GCF_001900865.1",,"CP018262,CP018266,CP018271,CP018272,CP018273,CP018280,CP018282,CP018283,CP018284,CP018285,CP018286,CP018287,CP018288,CP018289,CP018291,CP018292,CP018293,CP018265,CP018263,CP018264,CP018267,CP018268,CP018269,CP018270,CP018274,CP018275,CP018276,CP018277,CP018278,CP018279,CP018281,CP018290",,"NIH/NIAID",,"Illumina NextSeq 500","2000.0x","SPAdes v. 3.7.1",1,31,32,1259498,27.91,1313,1227,,"human skin",,"1995","Germany","Germany",,,,,,"Human, Homo sapiens",,,"Lyme disease",,,,,,,,,,,,,,,,"Understanding the pathogenesis of Borrelia sp.","collected_by:Canica",100,99.9,23.1,0.1,,"Good","2017-01-16T17:20:48.864Z","2017-01-16T17:20:48.864Z"
"411555.3","Borrelia afzelii K78",,411555,"Complete","K78","OspA 2",,,,,,,"2015-04-16T00:00:00Z","25798594","PRJNA158661","SAMN03024677","GCF_000962775.1",,"CP009058,CP009060,CP009070,CP009069,CP009071,CP009068,CP009061,CP009062,CP009063,CP009064,CP009065,CP009066,CP009067,CP009059","NZ_CP009058.1,NZ_CP009060.1,NZ_CP009070.1,NZ_CP009069.1,NZ_CP009071.1,NZ_CP009068.1,NZ_CP009061.1,NZ_CP009062.1,NZ_CP009063.1,NZ_CP009064.1,NZ_CP009065.1,NZ_CP009066.1,NZ_CP009067.1,NZ_CP009059.1","Intercell AG",,"Sanger; 454; SOLiD4 mate-pair","7.6x (linear chromosome); 2800x","Staden Package v. 2002.0; Consed v.",1,13,14,1309078,27.96,1346,1309,,"skin","isolate from a patient with an erythema migrans",,"Austria","Austria",,,,,,"Human, Homo sapiens",,,"erythema migrans",,,,,,,"Spirilla","Yes",,"Mesophilic",,,"Microaerophilic","HostAssociated","Lyme borreliosis","This strain was sequenced for comparative genome analysis. This strain is a skin isolate from a patient with an erythema migrans.","collected_by:Gerold Stanek, Medical University Vienna",100,99.8,23.1,0.1,,"Good","2016-01-17T15:51:12.360Z","2016-01-17T15:51:12.360Z"
"476210.8","Borrelia burgdorferi 118a",,476210,"WGS","118a",,,,"MLST.Borrelia_spp.34",,,,"2012-05-22T00:00:00Z","20935092","PRJNA21001","SAMN02436228","GCF_000171735.2",,"ABGI00000000",,"J. Craig Venter Institute",,,,,,19,27,1453013,28.19,1554,1513,,"human skin","isolated from human skin in New York",,"United States","New York",,,,,,"Human, Homo sapiens",,,,,,,,,,"Spirilla","No",,"Mesophilic",,,"Microaerophilic","HostAssociated","Lyme disease","Borrelia burgdorferi 118a. Borrelia burgdorferi 118a was isolated from human skin in New York. This strain will be used for comparative analysis.",,99.9,99.6,23.1,0.2,,"Good","2016-01-17T15:28:22.116Z","2016-01-17T15:28:22.116Z"
